id,created_at,event_type,thread_id,user_id,message_id,metadata
56,2026-01-03 13:55:10.255813+00,need_help,1457009276655767703,1268919693771669525,1457009301875855436,{}
57,2026-01-03 13:55:15.181166+00,continue_here,1457009276655767703,1268919693771669525,1457009399364059278,{}
58,2026-01-03 15:06:10.906567+00,query,1457027250519146636,1268919693771669525,1457027263135748239,{}
59,2026-01-03 15:07:03.929092+00,need_help,1457027250519146636,1268919693771669525,1457027275970314330,{}
60,2026-01-03 15:07:08.464+00,tag_crew,1457027250519146636,1268919693771669525,1457027491972649052,{}
61,2026-01-03 17:58:45.527508+00,query,1457070675738099905,1083356853607596114,1457070692737483004,{}
62,2026-01-03 18:06:00.072618+00,got_it,1457070675738099905,1083356853607596114,1457070706020978842,{}
63,2026-01-04 02:05:36.766356+00,query,1457193188916854905,1375121257141633034,1457193212916797452,{}
64,2026-01-04 02:22:01.254489+00,need_help,1457193188916854905,1375121257141633034,1457193226577514641,{}
65,2026-01-04 02:22:09.092924+00,continue_here,1457193188916854905,1375121257141633034,1457197350203429078,{}
66,2026-01-04 02:23:24.394134+00,query,1457193188916854905,1375121257141633034,1457197695373541387,{}
67,2026-01-04 02:24:42.237066+00,query,1457193188916854905,1375121257141633034,1457198021694718217,{}
68,2026-01-04 02:26:19.224551+00,query,1457193188916854905,1375121257141633034,1457198426411503708,{}
69,2026-01-04 02:35:33.279952+00,need_help,1457193188916854905,1375121257141633034,1457198438360944811,{}
70,2026-01-04 02:35:35.703321+00,tag_crew,1457193188916854905,1375121257141633034,1457200756053639352,{}
71,2026-01-04 04:12:37.847299+00,query,1457225160317730850,722840363982913566,1457225179032719582,{}
72,2026-01-04 04:15:12.559423+00,query,1457225160317730850,722840363982913566,1457225830043484181,{}
73,2026-01-04 04:20:58.419788+00,need_help,1457225160317730850,722840363982913566,1457225841342681311,{}
74,2026-01-04 04:21:02.143679+00,tag_crew,1457225160317730850,722840363982913566,1457227286268084365,{}
75,2026-01-04 07:49:52.003119+00,query,1457279827370573978,1268919693771669525,1457279847649902669,{}
76,2026-01-04 07:51:02.487411+00,need_help,1457279827370573978,1268919693771669525,1457279861340246167,{}
77,2026-01-04 07:51:09.32418+00,query,1457279827370573978,1268919693771669525,1457280176256712806,{}
78,2026-01-04 07:51:53.783237+00,need_help,1457279827370573978,1268919693771669525,1457280185022808094,{}
79,2026-01-04 07:52:00.721755+00,query,1457279827370573978,1268919693771669525,1457280391819038866,{}
80,2026-01-04 07:54:43.292147+00,query,1457279827370573978,1268919693771669525,1457281072382345368,{}
81,2026-01-04 07:58:13.948892+00,got_it,1457279827370573978,1268919693771669525,1457281082322849863,{}
82,2026-01-04 08:16:08.422898+00,got_it,1457000917487325236,1431286724356735100,1457003699049201818,{}
83,2026-01-04 08:24:41.018365+00,query,1457288589887934699,1431286724356735100,1457288610528100508,{}
84,2026-01-04 08:25:58.588934+00,query,1457288589887934699,1431286724356735100,1457288938120155147,{}
85,2026-01-04 08:37:56.091681+00,need_help,1457288589887934699,1431286724356735100,1457288948345737389,{}
86,2026-01-04 08:39:48.112849+00,query,1457288589887934699,1431286724356735100,1457292416653725846,{}
87,2026-01-04 08:42:59.005522+00,query,1457288589887934699,1431286724356735100,1457293217258274992,{}
88,2026-01-04 09:05:33.159815+00,query,1457288589887934699,1431286724356735100,1457298895917940778,{}
89,2026-01-04 09:05:52.693129+00,need_help,1457288589887934699,1431286724356735100,1457298908391673929,{}
90,2026-01-04 09:05:56.23452+00,tag_crew,1457288589887934699,1431286724356735100,1457298984220754065,{}
91,2026-01-04 09:18:55.227782+00,query,1457302246978093056,1376048264108839065,1457302262157283482,{}
92,2026-01-04 09:20:15.097981+00,query,1457302246978093056,1376048264108839065,1457302596455895161,{}
93,2026-01-04 09:21:12.157795+00,query,1457302246978093056,1376048264108839065,1457302836546371779,{}
94,2026-01-04 09:22:38.163299+00,query,1457302246978093056,1376048264108839065,1457303196694351873,{}
95,2026-01-04 09:25:06.318595+00,got_it,1457302246978093056,1376048264108839065,1457303206810878048,{}
96,2026-01-04 09:25:37.7282+00,query,1457302246978093056,1376048264108839065,1457303951040057375,{}
97,2026-01-04 09:26:31.423234+00,got_it,1457302246978093056,1376048264108839065,1457303960359669790,{}
98,2026-01-04 09:26:52.785231+00,query,1457302246978093056,1376048264108839065,1457304264308166764,{}
99,2026-01-04 09:28:22.77114+00,query,1457302246978093056,1376048264108839065,1457304643745874074,{}
100,2026-01-04 09:28:50.023007+00,got_it,1457302246978093056,1376048264108839065,1457304652185075835,{}
101,2026-01-04 09:29:36.533678+00,query,1457302246978093056,1376048264108839065,1457304953021399174,{}
102,2026-01-04 09:56:45.749185+00,query,1457311756656578590,972778725714321459,1457311780400402503,{}
103,2026-01-04 10:13:17.77078+00,query,1457315926348136541,972778725714321459,1457315945084227625,{}
104,2026-01-04 11:44:19.037058+00,query,1457302246978093056,1376048264108839065,1457338849775849660,{}
105,2026-01-04 11:45:12.514898+00,query,1457302246978093056,1376048264108839065,1457339075123089451,{}
106,2026-01-04 11:45:17.59676+00,query,1457315926348136541,972778725714321459,1457339099110445157,{}
107,2026-01-04 11:45:39.404798+00,query,1457302246978093056,1376048264108839065,1457339189262815232,{}
108,2026-01-04 11:50:43.905592+00,query,1457315926348136541,972778725714321459,1457340467439210710,{}
109,2026-01-04 11:54:09.71506+00,query,1457315926348136541,972778725714321459,1457341329121087570,{}
110,2026-01-04 12:02:03.859227+00,query,1457343296769622036,836908314914062336,1457343316155957321,{}
111,2026-01-04 12:03:38.961772+00,need_help,1457343296769622036,836908314914062336,1457343328759582820,{}
112,2026-01-04 12:03:48.090595+00,continue_here,1457343296769622036,836908314914062336,1457343722206396467,{}
113,2026-01-04 12:04:10.735393+00,query,1457343296769622036,836908314914062336,1457343850132803604,{}
114,2026-01-04 12:36:01.447002+00,query,1457315926348136541,972778725714321459,1457351863161720995,{}
115,2026-01-04 12:47:27.54587+00,query,1457354703779135528,1436036939278188617,1457354739300831389,{}
116,2026-01-04 12:49:22.15634+00,query,1457354703779135528,1436036939278188617,1457355216910418115,{}
117,2026-01-04 12:54:29.851806+00,query,1457354703779135528,1436036939278188617,1457356513428504738,{}
118,2026-01-04 13:01:14.713872+00,query,1457358181117460572,972778725714321459,1457358211999858729,{}
119,2026-01-04 13:03:00.101965+00,query,1457354703779135528,1436036939278188617,1457358652938915924,{}
120,2026-01-04 13:13:03.278502+00,query,1457354703779135528,1436036939278188617,1457361183811309599,{}
121,2026-01-04 13:17:23.365593+00,query,1457302892842193103,1436692832508317749,1457362273440891034,{}
122,2026-01-04 13:21:14.440672+00,query,1457354703779135528,1436036939278188617,1457363244397232280,{}
123,2026-01-04 13:26:19.77917+00,query,1457354703779135528,1436036939278188617,1457364523781718108,{}
124,2026-01-04 13:26:20.961027+00,query,1457354703779135528,1436036939278188617,1457364529792024656,{}
125,2026-01-04 13:29:12.403389+00,query,1457365227829198908,1334439066321817683,1457365249232736387,{}
126,2026-01-04 13:29:39.266356+00,got_it,1457365227829198908,1334439066321817683,1457365258657202279,{}
127,2026-01-04 13:31:14.474676+00,query,1457354703779135528,1436036939278188617,1457365761063649475,{}
128,2026-01-04 13:32:38.369634+00,query,1457354703779135528,1436036939278188617,1457366113145847839,{}
129,2026-01-04 13:37:54.64903+00,query,1457354703779135528,1436036939278188617,1457367439905001691,{}
130,2026-01-04 13:39:14.032217+00,query,1457354703779135528,1436036939278188617,1457367772718829698,{}
131,2026-01-04 13:40:21.269335+00,query,1457354703779135528,1436036939278188617,1457368054391505080,{}
132,2026-01-04 13:41:46.132461+00,query,1457354703779135528,1436036939278188617,1457368411117064407,{}
133,2026-01-04 13:43:33.256769+00,query,1457354703779135528,1436036939278188617,1457368859475447920,{}
134,2026-01-04 13:44:51.462617+00,query,1457354703779135528,1436036939278188617,1457369187679862816,{}
135,2026-01-04 13:46:55.064791+00,query,1457369692892172288,1334439066321817683,1457369706360082484,{}
136,2026-01-04 13:48:59.310902+00,query,1457369692892172288,1334439066321817683,1457370227615727857,{}
137,2026-01-04 13:50:13.488198+00,query,1457369692892172288,1334439066321817683,1457370537821999273,{}
138,2026-01-04 13:50:59.451191+00,query,1457370720601374791,1334439066321817683,1457370731120824331,{}
139,2026-01-04 14:13:19.592485+00,query,1457376336137158707,1334439066321817683,1457376350511042614,{}
140,2026-01-04 14:14:24.704978+00,query,1457376610729722056,1334439066321817683,1457376624629514343,{}
141,2026-01-04 14:15:06.742027+00,query,1457376610729722056,1334439066321817683,1457376801356517634,{}
142,2026-01-04 14:15:34.965833+00,query,1457376610729722056,1334439066321817683,1457376919388688478,{}
143,2026-01-04 14:15:52.439479+00,query,1457376610729722056,1334439066321817683,1457376994122661951,{}
144,2026-01-04 14:20:54.796611+00,query,1457378236714717185,1334439066321817683,1457378261268041761,{}
145,2026-01-04 14:37:16.338982+00,query,1457382370423345295,1334439066321817683,1457382376689635475,{}
146,2026-01-04 14:39:02.828196+00,query,1457382817846530171,1334439066321817683,1457382823500578939,{}
147,2026-01-04 14:58:33.16033+00,need_help,1457382817846530171,1334439066321817683,1457382834372087980,{}
148,2026-01-04 14:58:35.902695+00,continue_here,1457382817846530171,1334439066321817683,1457387737865785550,{}
149,2026-01-04 14:58:51.524249+00,query,1457382817846530171,1334439066321817683,1457387809747898551,{}
150,2026-01-04 14:58:54.241274+00,query,1457382817846530171,1334439066321817683,1457387821533761772,{}
151,2026-01-04 15:00:12.512633+00,query,1457388141148373163,1334439066321817683,1457388149335523548,{}
152,2026-01-04 15:01:38.77797+00,query,1457388141148373163,1334439066321817683,1457388511144448010,{}
153,2026-01-04 15:02:10.727679+00,query,1457388141148373163,1334439066321817683,1457388645119164630,{}
154,2026-01-04 15:03:07.123455+00,query,1457388141148373163,1334439066321817683,1457388881677647894,{}
155,2026-01-04 15:04:09.406288+00,query,1457365227829198908,1334439066321817683,1457389144006459423,{}
156,2026-01-04 15:05:40.187034+00,query,1457365227829198908,1334439066321817683,1457389525503312067,{}
157,2026-01-04 15:06:31.55012+00,query,1457389731229728903,1334439066321817683,1457389740499402873,{}
158,2026-01-04 15:48:18.702473+00,query,1457400237667909797,418312627673104384,1457400253157343303,{}
159,2026-01-04 15:54:17.257895+00,need_help,1457400237667909797,418312627673104384,1457400266734440553,{}
160,2026-01-04 15:54:21.357214+00,tag_crew,1457400237667909797,418312627673104384,1457401764318941257,{}
161,2026-01-04 15:59:55.095421+00,query,1457403157918519410,1083356853607596114,1457403177140879450,{}
162,2026-01-04 16:35:16.97973+00,query,1457412047582138482,1268919693771669525,1457412074379677768,{}
163,2026-01-04 16:36:24.24786+00,query,1457412047582138482,1268919693771669525,1457412359688818892,{}
164,2026-01-04 16:37:51.645842+00,query,1457412047582138482,1268919693771669525,1457412724127436821,{}
165,2026-01-04 16:38:36.330259+00,query,1457412047582138482,1268919693771669525,1457412912019673142,{}
166,2026-01-04 16:40:22.639872+00,query,1457412047582138482,1268919693771669525,1457413357169803295,{}
167,2026-01-04 16:41:25.318947+00,query,1457412047582138482,1268919693771669525,1457413622610526310,{}
168,2026-01-04 16:42:58.452329+00,query,1457412047582138482,1268919693771669525,1457414011120386129,{}
169,2026-01-04 16:44:20.171131+00,query,1457403157918519410,1083356853607596114,1457414354663247914,{}
170,2026-01-04 16:44:29.967356+00,query,1457412047582138482,1268919693771669525,1457414396891500576,{}
171,2026-01-04 16:45:31.594623+00,query,1457412047582138482,1268919693771669525,1457414655092854879,{}
172,2026-01-04 16:45:47.1167+00,query,1457403157918519410,1083356853607596114,1457414719135809639,{}
173,2026-01-04 16:59:39.730604+00,need_help,1457403157918519410,1083356853607596114,1457414729009201328,{}
174,2026-01-04 16:59:44.817152+00,continue_here,1457403157918519410,1083356853607596114,1457418215863877632,{}
175,2026-01-04 17:00:11.11593+00,query,1457403157918519410,1083356853607596114,1457418342603427871,{}
176,2026-01-04 17:04:42.792387+00,need_help,1457403157918519410,1083356853607596114,1457418353093120033,{}
177,2026-01-04 17:04:46.375621+00,tag_crew,1457403157918519410,1083356853607596114,1457419487144972398,{}
178,2026-01-04 17:06:22.223169+00,query,1457358181117460572,972778725714321459,1457419900891955293,{}
179,2026-01-04 17:08:03.006808+00,query,1457358181117460572,972778725714321459,1457420321484177680,{}
180,2026-01-04 17:14:34.686155+00,need_help,1457412047582138482,1268919693771669525,1457414664064335945,{}
181,2026-01-04 17:14:38.337118+00,tag_crew,1457412047582138482,1268919693771669525,1457421969518497873,{}
182,2026-01-04 18:05:13.272353+00,query,1457434674115776677,1436692832508317749,1457434706856382666,{}
183,2026-01-04 18:14:20.300335+00,query,1457434674115776677,1436692832508317749,1457437002118070303,{}
184,2026-01-04 18:19:29.283191+00,query,1457434674115776677,1436692832508317749,1457438300393701438,{}
185,2026-01-05 06:22:06.413732+00,query,1457302246978093056,1376048264108839065,1457620151229878294,{}
186,2026-01-05 06:22:22.468631+00,got_it,1457302246978093056,1376048264108839065,1457620163716190312,{}
187,2026-01-05 07:21:50.548089+00,query,1457634553689800819,1436036939278188617,1457635183833383086,{}
188,2026-01-05 07:25:26.457309+00,query,1457478244780474408,1352199617877381150,1457636090113560732,{}
189,2026-01-05 07:27:54.848706+00,query,1457636696819761326,910317049203544154,1457636714687365256,{}
190,2026-01-05 07:28:37.441694+00,need_help,1457636696819761326,910317049203544154,1457636724053246044,{}
191,2026-01-05 07:28:46.694927+00,tag_crew,1457636696819761326,910317049203544154,1457636897701498964,{}
192,2026-01-05 07:35:12.794757+00,query,1456586487469703301,1352199617877381150,1457638550781694063,{}
193,2026-01-05 08:29:41.816735+00,query,1457434674115776677,1436692832508317749,1457652261600628849,{}
194,2026-01-05 09:18:33.992787+00,query,1457664531684790363,786870985541419008,1457664557031096384,{}
195,2026-01-05 09:19:05.466837+00,need_help,1457664531684790363,786870985541419008,1457664570930888776,{}
196,2026-01-05 09:19:12.280653+00,tag_crew,1457664531684790363,786870985541419008,1457664697510793306,{}
197,2026-01-05 09:24:15.583226+00,query,1457664531684790363,786870985541419008,1457665994007908418,{}
198,2026-01-05 09:25:40.537444+00,need_help,1457664531684790363,786870985541419008,1457666003445223445,{}
199,2026-01-05 09:25:50.521639+00,continue_here,1457664531684790363,786870985541419008,1457666354567188541,{}
200,2026-01-05 16:58:09.147638+00,query,1457777657298161684,713343174101303357,1457780216117330084,{}
201,2026-01-05 17:06:19.008936+00,got_it,1457777657298161684,713343174101303357,1457780229815931084,{}
202,2026-01-05 19:12:52.095633+00,query,1457814106051576081,1121744801189068802,1457814119372689589,{}
203,2026-01-06 07:24:08.153989+00,query,1457378236714717185,1334439066321817683,1457998149053321216,{}
204,2026-01-06 08:17:34.66748+00,query,1457302892842193103,1352199617877381150,1458011598110326784,{}
205,2026-01-06 08:30:16.011068+00,query,1458014766919454872,1436036939278188617,1458014791854592209,{}
206,2026-01-06 08:31:30.535488+00,query,1458014766919454872,1436036939278188617,1458015107186556953,{}
207,2026-01-06 08:32:16.723088+00,query,1458014766919454872,1436036939278188617,1458015300804149432,{}
208,2026-01-06 08:52:35.293909+00,query,1458013852833677362,784430290290475058,1458020409805897761,{}
209,2026-01-06 09:01:00.848821+00,query,1458022511534145739,972778725714321459,1458022530249134080,{}
210,2026-01-06 10:06:25.296373+00,query,1458038972185051333,855002497138294826,1458038988815335439,{}
211,2026-01-06 10:07:02.490608+00,need_help,1458038972185051333,855002497138294826,1458039002102763530,{}
212,2026-01-06 10:07:06.333171+00,continue_here,1458038972185051333,855002497138294826,1458039152267362386,{}
213,2026-01-06 10:08:22.425132+00,query,1458038972185051333,855002497138294826,1458039482207961192,{}
214,2026-01-06 10:11:03.528037+00,query,1458022511534145739,972778725714321459,1458040159617552515,{}
215,2026-01-06 10:13:19.349618+00,query,1458022511534145739,972778725714321459,1458040727878762526,{}
216,2026-01-06 10:17:07.367923+00,query,1458041659035095232,1437011652477325383,1458041685022871583,{}
217,2026-01-06 10:18:40.572923+00,need_help,1458041659035095232,1437011652477325383,1458041694586015949,{}
218,2026-01-06 10:19:01.416078+00,continue_here,1458041659035095232,1437011652477325383,1458042079912661013,{}
219,2026-01-06 10:24:51.48022+00,query,1458041659035095232,1437011652477325383,1458043630634795090,{}
220,2026-01-06 10:24:59.792867+00,need_help,1458041659035095232,1437011652477325383,1458043641397248068,{}
221,2026-01-06 10:25:04.203897+00,continue_here,1458041659035095232,1437011652477325383,1458043670971289610,{}
222,2026-01-06 10:36:07.596776+00,query,1458041659035095232,1437011652477325383,1458046466328100975,{}
223,2026-01-06 10:39:11.203842+00,query,1458041659035095232,1437011652477325383,1458047238076108965,{}
224,2026-01-06 10:42:50.887964+00,need_help,1458041659035095232,1437011652477325383,1458047246930149410,{}
225,2026-01-06 10:43:25.68604+00,query,1458041659035095232,1437011652477325383,1458048305895575573,{}
226,2026-01-06 10:44:34.664645+00,need_help,1458041659035095232,1437011652477325383,1458048314833502303,{}
227,2026-01-06 10:44:57.040636+00,query,1458041659035095232,1437011652477325383,1458048689409884327,{}
228,2026-01-06 10:45:57.839659+00,query,1458041659035095232,1437011652477325383,1458048943374991526,{}
229,2026-01-06 10:46:07.356413+00,need_help,1458041659035095232,1437011652477325383,1458048952871157760,{}
230,2026-01-06 10:46:43.198425+00,continue_here,1458041659035095232,1437011652477325383,1458048987314651177,{}
231,2026-01-06 10:47:25.299827+00,query,1458041659035095232,1437011652477325383,1458049311299469353,{}
232,2026-01-06 11:27:50.913796+00,query,1458059471715827775,1431286724356735100,1458059482578817178,{}
233,2026-01-06 12:02:05.147681+00,got_it,1458038972185051333,855002497138294826,1458039493180522619,{}
234,2026-01-06 13:52:35.100379+00,query,1458095882519056557,1434066636553457785,1458095904329433149,{}
235,2026-01-06 13:53:31.985211+00,got_it,1458095882519056557,1434066636553457785,1458095918371835936,{}
236,2026-01-06 13:54:09.602615+00,query,1458095882519056557,1434066636553457785,1458096301253066837,{}
237,2026-01-06 13:55:02.487058+00,query,1458095882519056557,1434066636553457785,1458096525182894092,{}
238,2026-01-06 13:55:46.130578+00,query,1458095882519056557,1434066636553457785,1458096709832802344,{}
239,2026-01-06 13:58:47.592636+00,query,1458095882519056557,1434066636553457785,1458097470541398209,{}
240,2026-01-06 14:00:52.394322+00,query,1458095882519056557,1434066636553457785,1458097994116370588,{}
241,2026-01-06 14:02:12.934761+00,query,1458095882519056557,1434066636553457785,1458098331913027614,{}
242,2026-01-06 14:08:27.571577+00,query,1458095882519056557,1434066636553457785,1458099903367614537,{}
243,2026-01-06 14:11:33.770111+00,query,1458095882519056557,1434066636553457785,1458100683013230592,{}
244,2026-01-06 14:13:05.640313+00,query,1458095882519056557,1434066636553457785,1458101068696260699,{}
245,2026-01-06 14:16:31.120565+00,query,1458095882519056557,1434066636553457785,1458101930923397273,{}
246,2026-01-06 14:19:29.623782+00,query,1458095882519056557,1434066636553457785,1458102678906470420,{}
247,2026-01-06 14:21:06.188124+00,query,1458095882519056557,1434066636553457785,1458103085783056424,{}
248,2026-01-06 14:25:10.517533+00,query,1458095882519056557,1434066636553457785,1458104108149112884,{}
249,2026-01-06 15:10:39.952767+00,query,1458115527758319790,765488838894026752,1458115555700641893,{}
250,2026-01-06 15:11:12.637328+00,need_help,1458115527758319790,765488838894026752,1458115567511670838,{}
251,2026-01-06 15:11:19.335058+00,continue_here,1458115527758319790,765488838894026752,1458115699330252800,{}
252,2026-01-06 21:57:12.10824+00,query,1458217837557448857,1387379095750574221,1458217861951525037,{}
253,2026-01-06 21:59:42.08705+00,need_help,1458217837557448857,1387379095750574221,1458217876396970046,{}
254,2026-01-06 21:59:49.566917+00,continue_here,1458217837557448857,1387379095750574221,1458218500530110596,{}
255,2026-01-07 10:02:46.93578+00,query,1458400433163993259,1435929871711998012,1458400460678631536,{}
256,2026-01-07 10:15:53.463081+00,query,1458403720780972194,713343174101303357,1458403761394417788,{}
257,2026-01-07 11:14:40.994347+00,query,1458418540855164939,1436338807476850809,1458418555912458303,{}
258,2026-01-07 11:15:04.45817+00,need_help,1458418540855164939,1436338807476850809,1458418568612937868,{}
259,2026-01-07 11:15:12.754375+00,tag_crew,1458418540855164939,1436338807476850809,1458418661080563712,{}
260,2026-01-07 11:48:56.583645+00,query,1458427154004967456,1387379095750574221,1458427177950511115,{}
261,2026-01-07 11:49:14.114709+00,need_help,1458427154004967456,1387379095750574221,1458427190197616754,{}
262,2026-01-07 11:49:20.491659+00,tag_crew,1458427154004967456,1387379095750574221,1458427257562599518,{}
263,2026-01-07 12:20:12.642432+00,query,1458435028672315536,972778725714321459,1458435046129008777,{}
264,2026-01-07 12:21:41.314861+00,query,1458435028672315536,972778725714321459,1458435419954745589,{}
265,2026-01-07 12:22:22.938624+00,need_help,1458435028672315536,972778725714321459,1458435430503551220,{}
266,2026-01-07 12:22:45.427365+00,tag_crew,1458435028672315536,972778725714321459,1458435599357841657,{}
267,2026-01-07 14:25:00.833598+00,query,1458403720780972194,713343174101303357,1458466453216039040,{}
268,2026-01-07 14:25:20.481329+00,got_it,1458403720780972194,713343174101303357,1458466467132473447,{}
269,2026-01-07 16:44:06.314164+00,query,1458400433163993259,1435929871711998012,1458501458029707506,{}
270,2026-01-07 16:51:51.106139+00,need_help,1458400433163993259,1435929871711998012,1458501470453370891,{}
271,2026-01-07 16:52:06.495989+00,continue_here,1458400433163993259,1435929871711998012,1458503414240641198,{}
272,2026-01-07 16:53:55.553273+00,query,1458400433163993259,1435929871711998012,1458503930060210362,{}
273,2026-01-07 16:55:24.072155+00,query,1458400433163993259,1435929871711998012,1458504301558108395,{}
274,2026-01-07 16:56:54.746361+00,query,1458400433163993259,1435929871711998012,1458504682975793297,{}
275,2026-01-07 17:09:49.855903+00,need_help,1458400433163993259,1435929871711998012,1458504692911964385,{}
276,2026-01-07 17:10:14.272106+00,query,1458400433163993259,1435929871711998012,1458508037634658481,{}
277,2026-01-07 17:19:56.982722+00,query,1458400433163993259,1435929871711998012,1458510478916456632,{}
278,2026-01-07 17:28:00.219269+00,query,1458400433163993259,1435929871711998012,1458512506573160581,{}
279,2026-01-07 17:31:53.107355+00,query,1458400433163993259,1435929871711998012,1458513484953157916,{}
280,2026-01-07 17:36:21.069708+00,need_help,1458400433163993259,1435929871711998012,1458513494407254322,{}
281,2026-01-07 17:39:03.476314+00,tag_crew,1458400433163993259,1435929871711998012,1458514613174800490,{}
